Entity,Code,Year,Mean,Median,Gap,GapRatio
Bangladesh,BGD,1991,3.42344069,2.95570611953735,0.4677345704626501,0.13662704069298484
Bangladesh,BGD,1995,4.15627956,3.25328493118286,0.9029946288171398,0.21726032038546025
Bangladesh,BGD,2000,4.29205084,3.34251546859741,0.94953537140259,0.22123115657283082
Bangladesh,BGD,2005,4.79078197,3.71802830696105,1.0727536630389505,0.22392036827318829
Bangladesh,BGD,2010,5.12779379,4.07488584518432,1.0529079448156802,0.20533351923570237
Bangladesh,BGD,2016,5.61994123,4.49589824676513,1.1240429832348706,0.20000973982335943
Bangladesh,BGD,2022,7.51024199,6.17493867874145,1.3353033112585502,0.17779764127927258
Belarus,BLR,1998,4.20737648,3.53064894676208,0.6767275332379197,0.16084311362550557
Belarus,BLR,1999,4.46397018,3.81230330467224,0.6516668753277597,0.14598369815448897
Belarus,BLR,2000,4.95519543,4.24523067474365,0.7099647552563502,0.14327684251524064
Belarus,BLR,2001,6.15123987,5.28605604171752,0.86518382828248,0.1406519411642583
Belarus,BLR,2002,6.75694847,5.82030582427978,0.9366426457202204,0.1386191784470158
Belarus,BLR,2003,6.9717536,6.11356592178344,0.8581876782165603,0.12309495249754096
Belarus,BLR,2004,7.82972002,6.99819707870483,0.8315229412951695,0.10620085254276684
Belarus,BLR,2005,9.62944412,8.56560611724853,1.0638380027514707,0.11047761319284446
Belarus,BLR,2006,11.1340885,9.81990051269531,1.31418798730469,0.11803283109386906
Belarus,BLR,2007,12.7955933,11.0769348144531,1.7186584855469,0.1343164357644049
Belarus,BLR,2008,13.2961349,11.7497940063476,1.5463408936524008,0.11630003044361416
Belarus,BLR,2009,13.4284668,11.9013843536376,1.5270824463624013,0.11371979162672549
Belarus,BLR,2010,15.1495113,13.1476764678955,2.0018348321044996,0.13213857480039634
Belarus,BLR,2011,15.5189238,13.7834901809692,1.7354336190308004,0.11182693087460101
Belarus,BLR,2012,17.3791409,15.5552892684936,1.8238516315063986,0.10494486706799176
Belarus,BLR,2013,19.37467,17.1327037811279,2.241966218872097,0.11571635640101727
Belarus,BLR,2014,20.1773586,17.7469120025634,2.430446597436603,0.12045415089349717
Belarus,BLR,2015,18.0742683,16.2433128356933,1.830955464306701,0.10130177520418356
Belarus,BLR,2016,17.3639774,15.514868736267,1.8491086637330003,0.10649107754154301
Belarus,BLR,2017,17.8317108,15.9942226409912,1.8374881590087995,0.10304609465788328
Belarus,BLR,2018,19.3600445,17.1177997589111,2.2422447410889,0.11581816049487385
Belarus,BLR,2019,20.4058247,18.2747001647949,2.1311245352050996,0.10443706963752852
Belarus,BLR,2020,20.5472126,18.3853340148925,2.1618785851075017,0.10521517576099357
Belgium,BEL,1985,39.6457901,35.9279708862304,3.7178192137696016,0.09377588905132203
Belgium,BEL,1988,41.6900139,37.7749786376953,3.9150352623046984,0.09390822636076643
Belgium,BEL,1992,44.8615952,41.0101814270019,3.851413772998093,0.0858510214767863
Belgium,BEL,1995,53.7590256,47.5015640258789,6.257461574121102,0.11639834435766079
Belgium,BEL,1997,52.8603706,47.0695533752441,5.790817224755905,0.10954931187629442
Belgium,BEL,2000,63.4296722,51.3695793151855,12.060092884814502,0.1901332998661548
Belgium,BEL,2003,56.8567238,50.6942176818847,6.162506118115296,0.10838658484425893
Belgium,BEL,2004,61.3510971,52.3388938903808,9.012203209619194,0.1468955509455624
Belgium,BEL,2005,61.281044,53.1500205993652,8.131023400634803,0.132684152715068
Belgium,BEL,2006,60.2434082,53.2509117126464,6.992496487353598,0.11607073199012002
Belgium,BEL,2007,61.9940338,53.782901763916,8.211132036083995,0.13245035905509986
Belgium,BEL,2008,62.8256302,54.8270454406738,7.998584759326199,0.12731403941135794
Belgium,BEL,2009,63.4764633,55.6280784606933,7.848384839306696,0.12364244054073971
Belgium,BEL,2010,63.0080299,55.9148063659668,7.0932235340332,0.11257650088870974
Belgium,BEL,2011,61.4727592,55.1358680725097,6.336891127490297,0.10308454037134382
Belgium,BEL,2012,63.2195435,56.7433357238769,6.476207776123097,0.10243996425129354
Belgium,BEL,2013,63.0879555,56.7791519165039,6.3088035834961005,0.10000012733803207
Belgium,BEL,2014,63.8445053,56.9095001220703,6.935005177929703,0.10862336774860566
Belgium,BEL,2015,64.6001587,58.5614433288574,6.038715371142594,0.09347833647260985
Belgium,BEL,2016,63.9018745,57.9566383361816,5.9452361638184,0.093036960344855
Belgium,BEL,2017,64.6085739,58.1185226440429,6.490051255957098,0.10045185745783965
Belgium,BEL,2018,66.1235886,59.4409446716308,6.6826439283692025,0.10106293487478993
Belgium,BEL,2019,68.4186325,61.0438003540039,7.374832145996102,0.10778982093797478
Belgium,BEL,2020,68.1416626,61.5211753845214,6.6204872154786045,0.09715770004529657
Belgium,BEL,2021,70.8381729,63.2095375061035,7.628635393896502,0.107691024225958
Belgium,BEL,2022,68.3912048,61.0368881225585,7.354316677441496,0.1075330767888665
Belgium,BEL,2023,69.9236145,62.88720703125,7.036407468749999,0.1006299162173603
Benin,BEN,2003,2.89514232,2.16499471664428,0.7301476033557202,0.2521974820760176
Benin,BEN,2011,3.14445877,2.08868098258972,1.05577778741028,0.33575819072045904
Benin,BEN,2015,3.1562283,2.22931003570556,0.9269182642944398,0.29367909295231903
Benin,BEN,2018,4.88972473,3.65464425086975,1.23508047913025,0.252586913850721
Benin,BEN,2021,5.2668376,4.20006656646728,1.0667710335327198,0.20254488832781173
Bhutan,BTN,2003,6.86561871,4.85452651977539,2.01109219022461,0.29292220776772643
Bhutan,BTN,2007,8.30360317,6.31700325012207,1.9865999198779303,0.23924552741818106
Bhutan,BTN,2012,11.3595982,8.46435356140136,2.8952446385986406,0.2548720991380347
Bhutan,BTN,2017,12.3430166,9.46780586242675,2.8752107375732496,0.23294230500939694
Bhutan,BTN,2022,18.7418861,16.4896068572998,2.2522792427001974,0.12017356367885501
Bolivia,BOL,1997,15.2798061,8.40878963470459,6.87101646529541,0.4496795587802263
Bolivia,BOL,1999,13.381238,7.73398685455322,5.64725114544678,0.4220275542103638
Bolivia,BOL,2000,12.4955864,6.57548379898071,5.92010260101929,0.47377549252264706
Bolivia,BOL,2001,12.9572668,7.41622018814086,5.541046611859139,0.4276400800714499
Bolivia,BOL,2002,12.9507389,7.04876565933227,5.901973240667729,0.4557248266867406
Bolivia,BOL,2004,14.8975992,8.42747688293457,6.47012231706543,0.4343063758263432
Bolivia,BOL,2005,15.8481941,8.42750263214111,7.420691467858891,0.46823577633106417
Bolivia,BOL,2006,16.8822079,9.3539113998413,7.528296500158701,0.445930801513154
Bolivia,BOL,2007,16.8175068,9.83908462524414,6.97842217475586,0.4149498649083858
Bolivia,BOL,2008,17.6352425,11.3828878402709,6.2523546597291,0.35453749273530544
Bolivia,BOL,2009,18.6424828,12.8659572601318,5.776525539868199,0.30985816652426784
Bolivia,BOL,2011,20.4798851,14.537914276123,5.941970823877,0.29013692190475227
Bolivia,BOL,2012,20.9617977,15.029052734375,5.932744965625002,0.28302653477211076
Bolivia,BOL,2013,23.107645,16.1452198028564,6.962425197143602,0.3013039709214678
Bolivia,BOL,2014,23.2351799,16.0251922607421,7.2099876392579,0.3103047908511309
Bolivia,BOL,2015,22.399271,15.8031167984008,6.596154201599198,0.2944807534852004
Bolivia,BOL,2016,21.3417358,15.5992565155029,5.742479284497099,0.26907273795869496
Bolivia,BOL,2017,21.5630798,15.8951139450073,5.667965854992701,0.2628551165957611
Bolivia,BOL,2018,21.1857853,15.9648122787475,5.220973021252499,0.24643754986285543
Bolivia,BOL,2019,22.1583748,16.6042194366455,5.5541553633545,0.25065716296822005
Bolivia,BOL,2020,22.1432629,15.856798171997,6.286464728003001,0.2838996563601745
Bolivia,BOL,2021,22.0928154,16.8518257141113,5.2409896858886995,0.23722597554898772
Bolivia,BOL,2022,21.7197933,16.4118900299072,5.3079032700927975,0.24438092926477334
Bolivia,BOL,2023,22.9324112,16.849889755249,6.082521444751002,0.26523689077889034
Bolivia,BOL,2024,22.1416721,16.8191146850585,5.3225574149415,0.24038642569101631
Bosnia and Herzegovina,BIH,2001,14.4676809,12.2689371109008,2.1987437890991988,0.15197624306872837
Bosnia and Herzegovina,BIH,2004,21.8891811,17.7178153991699,4.171365700830098,0.19056746260964957
Bosnia and Herzegovina,BIH,2007,18.8398209,15.6082334518432,3.2315874481568,0.17152962681066677
Bosnia and Herzegovina,BIH,2011,18.1157703,15.0942678451538,3.0215024548462015,0.16678851656924581
Bosnia and Herzegovina,BIH,2015,17.1502247,14.3793888092041,2.770835890795899,0.16156265817298004
Bosnia and Herzegovina,BIH,2021,18.3929386,15.7931480407714,2.5997905592286,0.14134721024016247
Brazil,BRA,1981,9.64650154,4.990562915802,4.655938624197999,0.48265566587967385
Brazil,BRA,1982,9.83029175,5.02579689025878,4.8044948597412205,0.4887438727076661
Brazil,BRA,1983,8.30226898,4.12591838836669,4.176350591633309,0.5030372542366496
Brazil,BRA,1984,8.24975395,4.15343141555786,4.09632253444214,0.49653875246087065
Brazil,BRA,1985,8.70423222,4.72894239425659,3.9752898257434097,0.4567076940582141
Brazil,BRA,1986,15.5640192,7.92946767807006,7.63455152192994,0.49052570700567755
Brazil,BRA,1987,12.222188,6.05004739761352,6.172140602386479,0.5049947359987
Brazil,BRA,1988,12.0502634,5.67139911651611,6.378864283483891,0.5293547594556224
Brazil,BRA,1989,13.9897938,6.10560750961303,7.884186290386969,0.5635670120017758
Brazil,BRA,1990,10.970602,5.26246166229248,5.70814033770752,0.5203124074419544
Brazil,BRA,1992,8.73691559,5.29222297668457,3.4446926133154303,0.39426872994608275
Brazil,BRA,1993,10.9895163,5.43998670578002,5.54952959421998,0.5049839722445272
Brazil,BRA,1995,14.7303619,7.22576475143432,7.50459714856568,0.5094645467309041
Brazil,BRA,1996,14.8110628,7.3366150856018,7.4744477143982,0.5046530296528213
Brazil,BRA,1997,14.639535,7.25657510757446,7.38295989242554,0.5043165573514145
Brazil,BRA,1998,15.0853434,7.52586698532104,7.55947641467896,0.5011139762770638
Brazil,BRA,1999,14.1471043,7.23475837707519,6.9123459229248105,0.48860500186775396
Brazil,BRA,2001,15.8444252,8.2352294921875,7.6091957078125,0.4802443516734517
Brazil,BRA,2002,16.0879726,8.34197235107421,7.746000248925791,0.48147771266876666
Brazil,BRA,2003,15.3025513,8.11392879486084,7.1886225051391595,0.4697662738852677
Brazil,BRA,2004,15.3793745,8.36491012573242,7.014464374267581,0.4560955566994991
Brazil,BRA,2005,16.1565399,8.84852695465087,7.3080129453491285,0.45232537353800173
Brazil,BRA,2006,17.3550377,9.63921642303466,7.71582127696534,0.4445868346898111
Brazil,BRA,2007,17.946249,10.3280000686645,7.618248931335502,0.4245036905113432
Brazil,BRA,2008,18.9088173,11.0454730987548,7.8633442012452,0.4158559510353511
Brazil,BRA,2009,19.4888763,11.5378513336181,7.951024966381901,0.40797759932325606
Brazil,BRA,2011,20.9802151,12.7049541473388,8.275260952661199,0.3944316544524465
Brazil,BRA,2012,22.5078182,13.4333810806274,9.074437119372599,0.4031682253134868
Brazil,BRA,2013,23.45541,14.1304693222045,9.324940677795501,0.39756033587967554
Brazil,BRA,2014,23.9486141,14.6452465057373,9.303367594262701,0.3884720658746888
Brazil,BRA,2015,23.2030907,14.2334461212158,8.9696445787842,0.38657111221757195
Brazil,BRA,2016,23.184124,13.829490661621,9.354633338379001,0.4034930687214665
Brazil,BRA,2017,23.1279526,13.9031257629394,9.2248268370606,0.39886050428262293
Brazil,BRA,2018,23.941515,14.2266206741333,9.714894325866698,0.4057760891851121
Brazil,BRA,2019,24.0464954,14.6619892120361,9.3845061879639,0.3902650274752262
Brazil,BRA,2020,23.9441738,15.3647871017456,8.579386698254401,0.35830790278737457
Brazil,BRA,2021,21.806385,13.2002267837524,8.606158216247598,0.3946623072209171
Brazil,BRA,2022,24.2667198,14.8328714370727,9.4338483629273,0.38875663627711643
Brazil,BRA,2023,25.4624233,15.770785331726,9.691637968274001,0.3806251217367045
Brazil,BRA,2024,26.5450954,16.9121055603027,9.632989839697302,0.3628915132735707
Bulgaria,BGR,1992,23.6192417,20.136791229248,3.482450470751999,0.14744124790221352
Bulgaria,BGR,2006,12.2997713,10.4442815780639,1.8554897219361006,0.15085562785513748
Bulgaria,BGR,2007,17.4073315,14.1384716033935,3.268859896606502,0.18778638739697132
Bulgaria,BGR,2008,19.1397934,16.1093559265136,3.0304374734863977,0.15833177559201855
Bulgaria,BGR,2009,19.9726124,16.9918880462646,2.9807243537354005,0.14924058475872692
Bulgaria,BGR,2010,19.1259995,16.0191574096679,3.1068420903320977,0.16244077023698017
Bulgaria,BGR,2011,17.7219734,15.1486415863037,2.5733318136962993,0.14520571471438387
Bulgaria,BGR,2012,18.6304569,15.443790435791,3.186666464208999,0.17104607156515841
Bulgaria,BGR,2013,20.8037949,17.239273071289,3.564521828711001,0.17133998127961747
Bulgaria,BGR,2014,22.1738358,17.8915729522705,4.282262847729498,0.19312233058609998
Bulgaria,BGR,2015,21.1633568,17.0000648498535,4.1632919501464976,0.1967217199752781
Bulgaria,BGR,2016,25.2900696,19.4526119232177,5.8374576767823,0.23082015071964454
Bulgaria,BGR,2017,25.1662979,19.1801815032959,5.986116396704102,0.23786241506360384
Bulgaria,BGR,2018,29.182106,21.5598163604736,7.6222896395264,0.2611973803236271
Bulgaria,BGR,2019,30.1492538,22.9308910369873,7.218362763012699,0.23942094258441313
Bulgaria,BGR,2020,33.9415169,25.0854377746582,8.856079125341804,0.2609217246074763
Bulgaria,BGR,2021,33.483448,25.7229824066162,7.7604655933838025,0.2317702045913492
Bulgaria,BGR,2022,35.4106445,27.5930881500244,7.817556349975597,0.22076854178623034
Bulgaria,BGR,2023,39.4115982,30.1827220916748,9.2288761083252,0.23416650249735874
Burkina Faso,BFA,1994,1.72558951,1.03468739986419,0.6909021101358102,0.4003861324677444
Burkina Faso,BFA,1998,2.08515215,1.25783395767211,0.8273181923278898,0.3967663426037711
Burkina Faso,BFA,2003,3.03474879,2.04607939720153,0.98866939279847,0.3257829432394205
Burkina Faso,BFA,2009,3.06749582,2.21969985961914,0.8477959603808598,0.2763804777999208
Burkina Faso,BFA,2014,3.54377198,2.64686918258667,0.8969027974133299,0.2530926940207169
Burkina Faso,BFA,2018,4.63175821,3.11776113510131,1.5139970748986902,0.32687308064353604
Burkina Faso,BFA,2021,4.47209597,3.37372851371765,1.0983674562823498,0.24560462558283377
Burundi,BDI,1992,2.01592803,1.63730812072753,0.37861990927247,0.18781419953393377
Burundi,BDI,1998,1.85229433,1.40167617797851,0.45061815202149,0.24327567423989793
Burundi,BDI,2006,2.24644399,1.71329355239868,0.5331504376013199,0.23733083930631177
Burundi,BDI,2013,2.56007361,1.901096701622,0.6589769083779999,0.2574054534228803
Burundi,BDI,2020,2.61712742,2.00741958618164,0.6097078338183599,0.2329683412274821
Cameroon,CMR,1996,4.21573925,2.69569110870361,1.5200481412963902,0.36056502813744706
Cameroon,CMR,2001,5.96682644,4.21639919281005,1.7504272471899505,0.29335983957159484
Cameroon,CMR,2007,5.63767672,3.89612460136413,1.74155211863587,0.30891308692064734
Cameroon,CMR,2014,7.33791256,4.96067905426025,2.37723350573975,0.3239659080565209
Cameroon,CMR,2021,6.85378742,4.98541450500488,1.8683729149951196,0.272604444885908
Canada,CAN,1971,36.0418854,29.2185745239257,6.823310876074299,0.1893161470424713
Canada,CAN,1973,40.4633369,33.7350807189941,6.728256181005904,0.16628030944738775
Canada,CAN,1975,45.1415672,37.8171806335449,7.324386566455097,0.16225370585838006
Canada,CAN,1977,47.7368736,40.3991737365722,7.337699863427801,0.1537113620995029
Canada,CAN,1979,49.5268898,42.0492286682128,7.477661131787201,0.15098184364056716
Canada,CAN,1981,52.0081558,43.7906417846679,8.2175140153321,0.15800433391510682
Canada,CAN,1982,50.9760056,42.8984031677246,8.077602432275398,0.1584589129179513
Canada,CAN,1984,51.059948,42.9560737609863,8.103874239013699,0.15871293560686156
Canada,CAN,1985,52.4381256,44.1183853149414,8.3197402850586,0.15865823177056124
Canada,CAN,1986,51.8568611,44.4195404052734,7.437320694726601,0.14342018658600608
Canada,CAN,1987,52.9745445,45.4355735778808,7.538970922119198,0.14231308628088718
Canada,CAN,1988,54.2744637,46.3433151245117,7.931148575488301,0.14613039051527837
Canada,CAN,1989,55.0885849,47.6863822937011,7.4022026062989,0.1343690824466776
Canada,CAN,1990,54.8046951,47.6265983581543,7.178096741845707,0.13097594519498945
Canada,CAN,1991,53.0475388,45.6916236877441,7.3559151122559,0.13866647310423194
Canada,CAN,1992,53.6238823,46.298355102539,7.325527197461,0.13660941511989333
Canada,CAN,1993,51.9836998,44.9681205749511,7.015579225048896,0.13495728953576513
Canada,CAN,1994,53.0905533,45.9652786254882,7.1252746745118,0.1342098401997969
Canada,CAN,1995,52.9488831,45.9451828002929,7.003700299707106,0.13227286185583592
Canada,CAN,1996,50.9136963,43.2731857299804,7.6405105700196,0.15006788202921342
Canada,CAN,1997,51.7387619,43.7709579467773,7.967803953222699,0.15400066914285204
Canada,CAN,1998,53.615612,45.1311798095703,8.4844321904297,0.1582455533740751
Canada,CAN,1999,54.9737511,46.7059898376464,8.267761262353602,0.15039470832750945
Canada,CAN,2000,56.7199593,47.8973007202148,8.822658579785198,0.1555476888324424
Canada,CAN,2001,58.87603,49.3466415405273,9.529388459472699,0.16185514647425614
Canada,CAN,2002,59.3823433,49.71923828125,9.663105018750002,0.16272690637908865
Canada,CAN,2003,59.4688911,49.7650680541992,9.703823045800803,0.16317477703566602
Canada,CAN,2004,60.7996445,50.9368743896484,9.862770110351597,0.16221756214958785
Canada,CAN,2005,62.2789879,52.4268760681152,9.852111831884798,0.15819319105994653
Canada,CAN,2006,64.049324,52.8949699401855,11.154354059814501,0.17415256497967882
Canada,CAN,2007,66.5822754,55.1700744628906,11.412200937109404,0.17139998398296558
Canada,CAN,2008,67.7569885,56.4584922790527,11.298496220947307,0.1667502713900472
Canada,CAN,2009,68.0735626,56.6804771423339,11.393085457666103,0.1673643191647223
Canada,CAN,2010,68.0567551,56.8891334533691,11.167621646630906,0.16409277271920514
Canada,CAN,2011,68.4331741,57.7559967041015,10.677177395898504,0.15602341315187518
Canada,CAN,2012,69.1435928,58.6829719543457,10.46062084565429,0.1512883612500722
Canada,CAN,2013,70.4739151,59.7728576660156,10.701057433984403,0.15184423085903456
Canada,CAN,2014,70.778923,60.0985298156738,10.680393184326206,0.15089793305171095
Canada,CAN,2015,71.3355026,59.9798889160156,11.355613683984402,0.15918600514611642
Canada,CAN,2016,70.7238846,60.1439094543457,10.579975145654302,0.14959550377489164
Canada,CAN,2017,73.299675,61.8666305541992,11.433044445800796,0.15597674131298395
Canada,CAN,2018,73.5714111,62.1662483215332,11.405162778466803,0.1550216668124611
Canada,CAN,2019,73.5657196,62.8805770874023,10.685142512597693,0.14524621754121594
Canada,CAN,2020,77.7919769,67.0817565917968,10.71022030820319,0.13767769807381244
Canada,CAN,2021,77.7300262,66.3290252685546,11.401000931445395,0.1466743482384854
Canada,CAN,2022,75.7344742,64.7212753295898,11.013198870410193,0.14541856910931314
Central African Republic,CAF,1992,1.8226279,0.847716510295867,0.974911389704133,0.5348932657643027
Central African Republic,CAF,2008,3.73386955,2.05779457092285,1.6760749790771503,0.4488841821153474
Central African Republic,CAF,2021,2.75290656,1.92457199096679,0.82833456903321,0.3008945458116857
Chad,TCD,2003,2.9579134,2.1755928993225,0.7823205006774998,0.26448390973092717
Chad,TCD,2011,4.4915061,3.34347462654113,1.1480314734588695,0.25560055978970386
Chad,TCD,2018,4.493536,3.39327478408813,1.1002612159118699,0.2448542118972386
Chad,TCD,2022,4.57754326,3.6611099243164,0.9164333356835996,0.2002020043571581
Chile,CHL,1987,11.1663189,5.84825801849365,5.318060881506351,0.4762590903172531
Chile,CHL,1990,13.3358221,6.80035638809204,6.5354657119079596,0.49006845344074884
Chile,CHL,1992,14.2131453,7.69090795516967,6.522237344830331,0.4588876851086811
Chile,CHL,1994,15.9462376,8.35095882415771,7.59527877584229,0.4763053810161646
Chile,CHL,1996,17.2643337,9.3541784286499,7.910155271350101,0.45817900700970005
Chile,CHL,1998,18.5142651,9.92899703979492,8.58526806020508,0.4637109825226106
Chile,CHL,2000,15.947298,9.32199954986572,6.625298450134279,0.41544959215876437
Chile,CHL,2003,15.7032852,9.49788475036621,6.205400449633791,0.39516574847878266
Chile,CHL,2006,18.1581764,11.6191682815551,6.539008118444899,0.36011370164048523
Chile,CHL,2009,19.6057129,12.5505352020263,7.055177697973701,0.3598531577994137
Chile,CHL,2011,21.0120564,13.4434843063354,7.568572093664599,0.360201398167987
Chile,CHL,2013,25.6859074,16.4240322113037,9.261875188696301,0.36058197378288065
Chile,CHL,2015,26.9478741,17.7959995269775,9.1518745730225,0.33961397248113534
Chile,CHL,2017,29.435257,19.5099124908447,9.925344509155298,0.33719238494011783
Chile,CHL,2020,29.5375938,19.1102867126464,10.4273070873536,0.3530181624798971
Chile,CHL,2022,32.5111351,22.6423892974853,9.868745802514699,0.3035497152640081
Chile,CHL,2024,35.3600655,24.5706577301025,10.789407769897498,0.30512974501977375
China,CHN,1981,1.31476521,1.13724148273468,0.17752372726532006,0.13502314018890116
China,CHN,1984,1.75270343,1.55229914188385,0.20040428811614985,0.1143401015174312
China,CHN,1987,2.15378785,1.88323581218719,0.2705520378128101,0.12561684653054855
China,CHN,1990,2.11456418,1.72582697868347,0.38873720131653,0.18383797710813868
China,CHN,1993,2.36934376,1.88497364521026,0.4843701147897401,0.20443218201049057
China,CHN,1996,3.0998888,2.4672212600708,0.6326675399292001,0.2040936242387792
China,CHN,1999,3.43426633,2.568204164505,0.8660621654949998,0.2521825864026684
China,CHN,2002,4.38612366,3.11516213417053,1.27096152582947,0.28976873986025964
China,CHN,2005,5.6937747,4.13980150222778,1.55397319777222,0.2729249539452659
China,CHN,2008,7.01159143,5.02405929565429,1.9875321343457104,0.28346376912975807
China,CHN,2010,8.21017647,5.84128713607788,2.3688893339221204,0.28853086685506046
China,CHN,2011,8.89667416,6.39209699630737,2.5045771636926295,0.28151836502604133
China,CHN,2012,9.71623039,7.04678630828857,2.66944408171143,0.2747407147178022
China,CHN,2013,10.924859,8.05449962615966,2.870359373840339,0.26273651438799706
China,CHN,2014,11.7646837,8.7998342514038,2.964849448596201,0.252012678300582
China,CHN,2015,12.6138706,9.48426723480224,3.1296033651977595,0.248108091833268
China,CHN,2016,13.4639912,10.1059007644653,3.3580904355347005,0.24941270279014296
China,CHN,2017,14.2258024,10.5734634399414,3.6523389600586,0.2567404535338267
China,CHN,2018,15.1239824,11.3343334197998,3.7896489802002,0.25057216280549227
China,CHN,2019,15.9973583,11.9609184265136,4.036439873486399,0.2523191515618175
China,CHN,2020,15.3336296,11.5918569564819,3.7417726435181002,0.2440239356973968
China,CHN,2021,17.2878189,13.3923263549804,3.895492545019602,0.2253316377012488
China,CHN,2022,17.2153187,13.3631553649902,3.8521633350098003,0.22376369570258378
Colombia,COL,1992,11.0689583,6.71379375457763,4.355164545422371,0.3934574896196303
Colombia,COL,1996,10.0464296,5.64847040176391,4.39795919823609,0.4377634018593123
Colombia,COL,1999,9.61211491,5.20259761810302,4.4095172918969805,0.4587457945711325
Colombia,COL,2000,10.7260323,5.71521520614624,5.01081709385376,0.467164087679818
Colombia,COL,2001,8.92925835,4.90149307250976,4.027765277490239,0.4510750075329873
Colombia,COL,2002,11.2530956,6.09494304656982,5.15815255343018,0.4583763203282642
Colombia,COL,2003,10.6743793,6.17135906219482,4.50302023780518,0.421853122439183
Colombia,COL,2004,11.3190069,6.18617153167724,5.13283536832276,0.4534704690676317
Colombia,COL,2005,11.9336939,6.7698426246643,5.163851275335699,0.432711892780801
Colombia,COL,2008,13.5174723,7.70356369018554,5.81390860981446,0.4301032382965904
Colombia,COL,2009,13.5852499,7.84322834014892,5.742021559851081,0.4226658767499802
Colombia,COL,2010,14.6209164,8.30893898010253,6.31197741989747,0.4317087415873242
Colombia,COL,2011,15.249918,8.8930025100708,6.356915489929198,0.41684915879083406
Colombia,COL,2012,15.3948908,9.06436920166015,6.3305215983398515,0.41120925640731737
Colombia,COL,2013,16.1293507,9.50625419616699,6.623096503833009,0.41062387612621065
Colombia,COL,2014,16.9099197,10.0257730484008,6.884146651599199,0.4071069983613937
Colombia,COL,2015,16.4724464,10.1333427429199,6.3391036570800985,0.38483073510441645
Colombia,COL,2016,16.2649479,10.1182708740234,6.146677025976599,0.37790941992360144
Colombia,COL,2017,16.1758308,10.2113027572631,5.9645280427369,0.3687308625122921
Colombia,COL,2018,16.4074135,10.2393159866333,6.1680975133667,0.37593356889351875
Colombia,COL,2019,16.3874588,10.1122283935546,6.2752304064454005,0.3829288288703676
Colombia,COL,2020,14.4269772,8.60494422912597,5.82203297087403,0.4035518244857301
Colombia,COL,2021,17.0199375,9.49801254272461,7.521924957275392,0.4419478601067361
Colombia,COL,2022,18.4954033,10.3469991683959,8.1484041316041,0.4405637443766419
Colombia,COL,2023,18.9814529,10.6731882095336,8.3082646904664,0.4377043598420435
Colombia,COL,2024,19.7135925,11.2783603668212,8.4352321331788,0.42788913959638764
Comoros,COM,2004,9.44581318,5.05773019790649,4.38808298209351,0.4645532256962878
Comoros,COM,2014,6.39336777,4.36834573745727,2.02502203254273,0.3167379236409436
Comoros,COM,2020,7.46432495,5.85977220535278,1.6045527446472203,0.21496287412396486
Comoros,COM,2024,7.78510761,6.47852182388305,1.3065857861169494,0.1678314355524945
Costa Rica,CRI,1981,6.50953674,4.57002449035644,1.9395122496435597,0.2979493514070803
Costa Rica,CRI,1986,6.74237823,6.07555198669433,0.6668262433056702,0.09890074697065314
Costa Rica,CRI,1989,10.8611822,7.92718696594238,2.93399523405762,0.2701359004968741
Costa Rica,CRI,1990,11.2049189,8.10496139526367,3.099957504736329,0.27666041427005145
Costa Rica,CRI,1991,10.2777977,7.3328857421875,2.9449119578125007,0.2865314188673416
Costa Rica,CRI,1992,10.9188728,7.73777627944946,3.1810965205505406,0.29133927822206523
Costa Rica,CRI,1993,12.6504917,8.91122913360595,3.73926256639405,0.2955823896073581
Costa Rica,CRI,1994,14.2874823,9.92291927337646,4.364563026623541,0.3054816051547123
Costa Rica,CRI,1995,13.6315632,9.6435489654541,3.9880142345459006,0.2925573667549662
Costa Rica,CRI,1996,12.9167833,8.99386119842529,3.922922101574711,0.3037073558069764
Costa Rica,CRI,1997,13.6261826,9.62919235229492,3.99699024770508,0.2933316222920042
Costa Rica,CRI,1998,15.3121462,10.60338306427,4.708763135730001,0.3075181672266165
Costa Rica,CRI,1999,14.9170723,10.0573377609252,4.859734539074799,0.3257834004783096
Costa Rica,CRI,2000,14.7929134,10.0531873703002,4.739726029699799,0.32040517655567424
Costa Rica,CRI,2001,20.1596279,12.3654356002807,7.794192299719301,0.3866238175814396
Costa Rica,CRI,2002,20.4880505,12.3748874664306,8.1131630335694,0.39599487679754597
Costa Rica,CRI,2003,20.0810566,12.9011039733886,7.179952626611399,0.3575485478493895
Costa Rica,CRI,2004,18.7712765,12.2437181472778,6.527558352722199,0.34774184657725327
Costa Rica,CRI,2005,19.5114384,12.8057928085327,6.705645591467299,0.3436776650699058
Costa Rica,CRI,2006,20.3082066,12.8538980484008,7.454308551599198,0.3670589283644179
Costa Rica,CRI,2007,22.6102409,14.1829347610473,8.427306138952702,0.3727207585370177
Costa Rica,CRI,2008,22.7700882,14.4636192321777,8.3064689678223,0.3647973997668704
Costa Rica,CRI,2009,24.8896923,15.3564376831054,9.5332546168946,0.3830201877141969
Costa Rica,CRI,2010,25.4041595,16.27734375,9.126815749999999,0.35926462160655226
Costa Rica,CRI,2011,26.2049942,16.7943935394287,9.410600660571301,0.35911477746372866
Costa Rica,CRI,2012,27.0670586,17.3670768737792,9.699981726220798,0.3583685198147389
